################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  5.2426070879205577E-01 a      3177     1    12     2     9
 -4.5398586576653593E-01 a      3178     1    12     2    10
  1.0494004207888037E+00 a      3179     1    12     2    11
  5.8731777087476711E-01 a      3180     1    12     2    12
  1.3043093857191259E+00 a      3181     1    12     2    13
 -1.8861509806552157E+00 a      3182     1    12     2    14
 -8.5316893452460041E-01 a      3183     1    12     2    15
  3.0165091760300983E-01 a      3184     1    12     2    16
 -1.1384958679453339E+00 a      3185     1    12     2    17
 -4.0039308235590507E+00 a      3186     1    12     2    18
 -1.3467625297329979E+00 a      3187     1    12     2    19
 -1.4669288848356377E+00 a      3188     1    12     2    20
  4.0913372632085254E-01 a      3189     1    12     2    21
  1.2913321501347599E+00 a      3190     1    12     2    22
 -2.2475393558249132E-01 a      3191     1    12     2    23
 -1.9540008193103791E+00 a      3192     1    12     2    24
 -8.5104819292809375E-01 a      3193     1    13     2     1
  5.4649594518373971E-02 a      3194     1    13     2     2
 -2.4306282858545547E-01 a      3195     1    13     2     3
  8.9520293681262120E-01 a      3196     1    13     2     4
  1.0226176586474376E+00 a      3197     1    13     2     5
 -5.1857318063932664E-02 a      3198     1    13     2     6
 -2.6166773324925607E-01 a      3199     1    13     2     7
 -6.5224992493493261E-01 a      3200     1    13     2     8
 -4.4045175118897312E-01 a      3201     1    13     2     9
  4.4280809656780595E-01 a      3202     1    13     2    10
  1.8129676761244898E-01 a      3203     1    13     2    11
  3.1534421091252135E-01 a      3204     1    13     2    12
  9.8757165386953749E-01 a      3205     1    13     2    13
  2.2030598887348347E+00 a      3206     1    13     2    14
 -4.1186945772024913E-01 a      3207     1    13     2    15
  1.4578031873757387E+00 a      3208     1    13     2    16
  3.6654865841998459E-02 a      3209     1    13     2    17
  1.7066653595573704E+00 a      3210     1    13     2    18
  2.3598617977688963E-01 a      3211     1    13     2    19
 -1.8370275301825338E+00 a      3212     1    13     2    20
  7.3496734971921662E-01 a      3213     1    13     2    21
  1.0282049395928909E+00 a      3214     1    13     2    22
  5.6613889466174006E-01 a      3215     1    13     2    23
 -2.2272967155709051E-02 a      3216     1    13     2    24
  3.4500613513320993E-01 a      3217     1    14     2     1
 -5.2363596141446545E-01 a      3218     1    14     2     2
 -3.1702575901938754E+00 a      3219     1    14     2     3
  2.5656224563299204E+00 a      3220     1    14     2     4
 -1.8552575448010725E-01 a      3221     1    14     2     5
  2.2894115033053014E-01 a      3222     1    14     2     6
 -1.3374854868629089E+00 a      3223     1    14     2     7
  1.2177246777996233E+00 a      3224     1    14     2     8
 -5.1274968330522941E-01 a      3225     1    14     2     9
 -5.8539852612848653E-01 a      3226     1    14     2    10
  6.6207607129540225E-01 a      3227     1    14     2    11
  4.6655405728631633E-01 a      3228     1    14     2    12
  1.9475657205407444E+00 a      3229     1    14     2    13
  1.2345597474647382E-01 a      3230     1    14     2    14
 -1.0611827005545467E+00 a      3231     1    14     2    15
  7.1232150342858580E-01 a      3232     1    14     2    16
  1.4889312360807616E+00 a      3233     1    14     2    17
  2.9867245190596148E-01 a      3234     1    14     2    18
  1.6164789461958520E+00 a      3235     1    14     2    19
  1.9224665241423222E+00 a      3236     1    14     2    20
 -9.9389509667047547E-03 a      3237     1    14     2    21
  4.7572010243150897E+00 a      3238     1    14     2    22
 -9.5571842115826777E-01 a      3239     1    14     2    23
  1.9895928931733101E-01 a      3240     1    14     2    24
  2.5316572308562446E-01 a      3241     1    15     2     1
  4.4845467212324255E-02 a      3242     1    15     2     2
 -6.0319998654825402E-01 a      3243     1    15     2     3
 -4.6150911467525542E-02 a      3244     1    15     2     4
  1.2749992009674060E+00 a      3245     1    15     2     5
 -8.2105163111326374E-01 a      3246     1    15     2     6
 -1.9429501422995485E+00 a      3247     1    15     2     7
 -1.7524126975914798E+00 a      3248     1    15     2     8
 -3.7852670892970947E-01 a      3249     1    15     2     9
 -1.9263983160496385E+00 a      3250     1    15     2    10
 -5.7413862775805269E-01 a      3251     1    15     2    11
 -1.0843671326786972E-01 a      3252     1    15     2    12
  7.3677148100837353E-01 a      3253     1    15     2    13
  3.1764111270448612E+00 a      3254     1    15     2    14
  1.5750913933663022E+00 a      3255     1    15     2    15
 -7.7176229902771165E-01 a      3256     1    15     2    16
  1.2585109800710723E+00 a      3257     1    15     2    17
  3.5727403132013809E+00 a      3258     1    15     2    18
  1.1320168648902633E+00 a      3259     1    15     2    19
 -8.6848837751326413E-01 a      3260     1    15     2    20
  1.9633667551537881E-01 a      3261     1    15     2    21
  1.0903568502740237E+00 a      3262     1    15     2    22
  2.6315111966475713E+00 a      3263     1    15     2    23
  1.3407737965548302E-02 a      3264     1    15     2    24
  2.0454963530596981E-01 a      3265     1    16     2     1
 -5.2115078135680215E-01 a      3266     1    16     2     2
 -2.6973694386315290E+00 a      3267     1    16     2     3
  3.4536176601742148E+00 a      3268     1    16     2     4
 -5.5476487501020710E-01 a      3269     1    16     2     5
  1.1905418891902408E+00 a      3270     1    16     2     6
  1.0216990904063856E+00 a      3271     1    16     2     7
  1.2504175626006819E+00 a      3272     1    16     2     8
 -6.5681163536040554E-01 a      3273     1    16     2     9
 -7.1822207391265858E-01 a      3274     1    16     2    10
 -1.5577079271056964E+00 a      3275     1    16     2    11
 -1.0149174392835784E-01 a      3276     1    16     2    12
  8.7441628723866816E-01 a      3277     1    16     2    13
 -3.7243587827725686E+00 a      3278     1    16     2    14
  3.4225171049670260E-02 a      3279     1    16     2    15
  2.1799672368560707E+00 a      3280     1    16     2    16
 -3.5208446789042652E-01 a      3281     1    16     2    17
 -6.8558474009530734E-01 a      3282     1    16     2    18
  2.1978790711092091E+00 a      3283     1    16     2    19
  5.6645877129504663E-01 a      3284     1    16     2    20
  1.0945434212933194E+00 a      3285     1    16     2    21
  3.2377177225763898E+00 a      3286     1    16     2    22
  1.6965884985020416E+00 a      3287     1    16     2    23
 -6.8187922322094119E-01 a      3288     1    16     2    24
  2.1073643782968612E-01 a      3289     1    17     2     1
  4.1468742466886708E+00 a      3290     1    17     2     2
  2.3887483189756735E+00 a      3291     1    17     2     3
 -2.8985014346205612E-01 a      3292     1    17     2     4
 -1.1887528317573441E+00 a      3293     1    17     2     5
 -5.1640621048477331E-01 a      3294     1    17     2     6
  7.8118382637675676E-01 a      3295     1    17     2     7
 -7.2822152704480669E-01 a      3296     1    17     2     8
 -1.3672965364100880E+00 a      3297     1    17     2     9
  7.9562552398566622E-01 a      3298     1    17     2    10
  1.0625192234145560E+00 a      3299     1    17     2    11
 -2.1380903779238012E+00 a      3300     1    17     2    12
  2.5366749552910965E+00 a      3301     1    17     2    13
 -6.2319461828755358E+00 a      3302     1    17     2    14
 -6.9108169404810049E-01 a      3303     1    17     2    15
  3.9612358941765726E+00 a      3304     1    17     2    16
  1.5988821989055217E+00 a      3305     1    17     2    17
  6.0984802240316247E+00 a      3306     1    17     2    18
 -3.9742642441780378E-02 a      3307     1    17     2    19
 -6.7465362236974680E-01 a      3308     1    17     2    20
 -2.8021593938892764E+00 a      3309     1    17     2    21
 -5.9719436074214487E+00 a      3310     1    17     2    22
  2.1381928082740584E+00 a      3311     1    17     2    23
  5.0897412528789694E+00 a      3312     1    17     2    24
  4.6679994684740755E-01 a      3313     1    18     2     1
 -3.9058259355670527E-01 a      3314     1    18     2     2
  3.8195029374986472E-01 a      3315     1    18     2     3
  9.6866945726931900E-02 a      3316     1    18     2     4
  7.7907655636871287E-01 a      3317     1    18     2     5
  9.1244241096735457E-01 a      3318     1    18     2     6
  9.5575616461877469E-02 a      3319     1    18     2     7
  5.4325665566540282E-01 a      3320     1    18     2     8
 -3.9131809503206316E-01 a      3321     1    18     2     9
  2.2930669943342952E-01 a      3322     1    18     2    10
 -8.4353175383240275E-01 a      3323     1    18     2    11
  2.0876803354323026E+00 a      3324     1    18     2    12
 -1.3507939274541947E-01 a      3325     1    18     2    13
  1.9222429848725568E+00 a      3326     1    18     2    14
  3.9446501197272665E-01 a      3327     1    18     2    15
 -1.5117242765869146E+00 a      3328     1    18     2    16
  3.7608065755962100E-01 a      3329     1    18     2    17
  8.6852156909508871E-01 a      3330     1    18     2    18
 -2.5510073478153816E-01 a      3331     1    18     2    19
  1.9381277087043836E-01 a      3332     1    18     2    20
  8.0711563264867103E-01 a      3333     1    18     2    21
 -8.4164711784511603E-01 a      3334     1    18     2    22
  3.5658958248598449E-01 a      3335     1    18     2    23
 -6.9493062947565365E-01 a      3336     1    18     2    24
 -1.3260862474363406E+00 a      3337     1    19     2     1
 -2.5000654101631969E-01 a      3338     1    19     2     2
  9.7784470296538117E-01 a      3339     1    19     2     3
  7.1460787818093785E-01 a      3340     1    19     2     4
  3.3426974975706308E-01 a      3341     1    19     2     5
  7.1321594892505880E-01 a      3342     1    19     2     6
 -1.3557554861057957E+00 a      3343     1    19     2     7
 -6.4337511446806817E-01 a      3344     1    19     2     8
  5.3403818939357452E-02 a      3345     1    19     2     9
  4.7357361776527288E-02 a      3346     1    19     2    10
 -1.4781393112642665E+00 a      3347     1    19     2    11
  7.1197674150780921E-01 a      3348     1    19     2    12
 -6.2760393166393591E-01 a      3349     1    19     2    13
  6.3015260060123213E-01 a      3350     1    19     2    14
  1.1274592995425827E+00 a      3351     1    19     2    15
 -2.5684267240402727E+00 a      3352     1    19     2    16
  8.8686596243524929E-01 a      3353     1    19     2    17
  1.6181646304712052E+00 a      3354     1    19     2    18
  4.4538837855399727E-01 a      3355     1    19     2    19
  1.4113807512025026E-01 a      3356     1    19     2    20
 -8.7673494915983829E-01 a      3357     1    19     2    21
 -4.3020570210227727E-01 a      3358     1    19     2    22
  4.0166361955539076E-01 a      3359     1    19     2    23
 -1.5398525875506854E+00 a      3360     1    19     2    24
 -7.6799394281756264E-02 a      3361     1    20     2     1
  1.5344394960299996E+00 a      3362     1    20     2     2
 -1.0872556143617362E+00 a      3363     1    20     2     3
  5.4743351431373356E-03 a      3364     1    20     2     4
 -5.0332367926289934E-01 a      3365     1    20     2     5
 -1.4271087639100763E-01 a      3366     1    20     2     6
  5.7363434515538148E-01 a      3367     1    20     2     7
 -1.7705391302295745E+00 a      3368     1    20     2     8
 -1.9336375626675820E-01 a      3369     1    20     2     9
  3.6405371440778295E-01 a      3370     1    20     2    10
  1.3984345378508395E-01 a      3371     1    20     2    11
 -2.0578087880092291E+00 a      3372     1    20     2    12
  5.7120459855230399E-01 a      3373     1    20     2    13
  7.7577782724578814E-01 a      3374     1    20     2    14
 -1.1844645177310305E+00 a      3375     1    20     2    15
  2.8830744371702965E+00 a      3376     1    20     2    16
 -3.7899743829565857E-01 a      3377     1    20     2    17
 -2.1928329359101166E+00 a      3378     1    20     2    18
 -5.8252285709027476E-02 a      3379     1    20     2    19
  8.6623568589258249E-01 a      3380     1    20     2    20
  1.3285356353498690E+00 a      3381     1    20     2    21
  1.9176445401397315E+00 a      3382     1    20     2    22
  1.2006825845543976E+00 a      3383     1    20     2    23
  2.5439825584196923E-01 a      3384     1    20     2    24
 -1.0446257003389652E+00 a      3385     1    21     2     1
 -4.8792249750973482E-01 a      3386     1    21     2     2
 -1.4926719197028582E+00 a      3387     1    21     2     3
  4.3322394860473756E-01 a      3388     1    21     2     4
  6.6739583968067595E-01 a      3389     1    21     2     5
 -1.6889946602080561E-01 a      3390     1    21     2     6
 -1.1126128340952217E-01 a      3391     1    21     2     7
 -3.1689823033283201E-02 a      3392     1    21     2     8
 -4.2992102469317381E-02 a      3393     1    21     2     9
 -9.1241179511389825E-01 a      3394     1    21     2    10
 -6.1782421500980744E-01 a      3395     1    21     2    11
  6.7149840423226070E-01 a      3396     1    21     2    12
 -5.7912675744837681E-02 a      3397     1    21     2    13
