################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.0921507227354916E+00 a       531     0    23     1     3
 -3.5133661177067221E-01 a       532     0    23     1     4
 -4.5944880745472122E-01 a       533     0    23     1     5
 -1.5598352033256785E-01 a       534     0    23     1     6
  5.3958822090360414E-01 a       535     0    23     1     7
 -6.7807778535613465E+00 a       536     0    23     1     8
  5.0257192638129480E+00 a       537     0    23     1     9
 -7.0165280037078337E-02 a       538     0    23     1    10
  3.7469841989075849E+00 a       539     0    23     1    11
 -6.5487397339814812E+00 a       540     0    23     1    12
  5.3461509869727166E+00 a       541     0    23     1    13
  6.8342482362399410E+00 a       542     0    23     1    14
 -1.2118069980628343E+00 a       543     0    23     1    15
  3.5331407419322294E+00 a       544     0    23     1    16
  9.5152037105855358E-01 a       545     0    23     1    17
 -1.5209201837929340E+00 a       546     0    23     1    18
 -5.1611169427618959E+00 a       547     0    23     1    19
  2.5830321610040912E+00 a       548     0    23     1    20
 -8.7480310512189483E+00 a       549     0    23     1    21
 -7.0803076847052440E+00 a       550     0    23     1    22
 -1.0844641508785029E+01 a       551     0    23     1    23
  4.7880606918940094E+00 a       552     0    23     1    24
 -2.0426750028976715E+00 a       553     0    24     1     1
  9.9242565196308530E-01 a       554     0    24     1     2
  3.0056121571485845E+00 a       555     0    24     1     3
  5.6480828875191147E-01 a       556     0    24     1     4
 -1.5208345627605915E+00 a       557     0    24     1     5
 -1.2830620855159408E+01 a       558     0    24     1     6
 -1.3934079286252095E+00 a       559     0    24     1     7
 -5.5619446612636692E+00 a       560     0    24     1     8
  4.1267907214502690E+00 a       561     0    24     1     9
  7.3897153141852057E+00 a       562     0    24     1    10
  4.3340302845405381E+00 a       563     0    24     1    11
  1.0050528692917888E+01 a       564     0    24     1    12
 -4.2775027717973302E+00 a       565     0    24     1    13
  1.7368678200999674E+00 a       566     0    24     1    14
  1.4805314768208799E+01 a       567     0    24     1    15
 -1.1811021049199126E+00 a       568     0    24     1    16
  8.5006717955856548E+00 a       569     0    24     1    17
  8.3259396306967108E+00 a       570     0    24     1    18
  4.1453927530554289E+00 a       571     0    24     1    19
 -1.8897940482930508E+01 a       572     0    24     1    20
 -5.1719501911103496E+00 a       573     0    24     1    21
  8.7418945209858361E+00 a       574     0    24     1    22
 -2.7651577502062028E+00 a       575     0    24     1    23
 -7.2815236711194418E+00 a       576     0    24     1    24
 -6.7475331126854279E+00 a       577     0    25     1     1
 -6.3527472100892690E-01 a       578     0    25     1     2
 -6.8370863746420776E+00 a       579     0    25     1     3
 -6.3391033231054994E+00 a       580     0    25     1     4
  7.5239864463441386E-01 a       581     0    25     1     5
 -1.4516154977379767E-01 a       582     0    25     1     6
  3.6372661251532645E-01 a       583     0    25     1     7
 -5.9518542758876327E+00 a       584     0    25     1     8
  4.3340245371285233E+00 a       585     0    25     1     9
  1.0189916621206505E+01 a       586     0    25     1    10
  4.9516125801645741E+00 a       587     0    25     1    11
  3.9385229620869242E+00 a       588     0    25     1    12
 -3.9961035550742974E+00 a       589     0    25     1    13
  2.4850101504458051E+00 a       590     0    25     1    14
 -3.6373338475001318E+00 a       591     0    25     1    15
  9.1586495078548680E+00 a       592     0    25     1    16
 -4.5597307804861522E+00 a       593     0    25     1    17
  5.0562804847085463E+00 a       594     0    25     1    18
  7.8967462399964772E+00 a       595     0    25     1    19
  1.6241807176084166E-01 a       596     0    25     1    20
  7.8474485255335908E+00 a       597     0    25     1    21
 -8.1690082149633481E-01 a       598     0    25     1    22
  7.3382348969302873E+00 a       599     0    25     1    23
 -8.5135503257832887E+00 a       600     0    25     1    24
  5.6625011178935365E+00 a       601     0    26     1     1
  5.6057997267841646E+00 a       602     0    26     1     2
  9.6744209999080677E-02 a       603     0    26     1     3
 -5.9304511549980388E-01 a       604     0    26     1     4
  5.5446844630614995E+00 a       605     0    26     1     5
  2.9920302103768388E+00 a       606     0    26     1     6
  2.7071042442519015E+00 a       607     0    26     1     7
 -5.6586138219672302E+00 a       608     0    26     1     8
 -4.4787058095285976E+00 a       609     0    26     1     9
  6.5060078168162851E+00 a       610     0    26     1    10
  2.1393592695706913E+00 a       611     0    26     1    11
  2.7534758630191409E+00 a       612     0    26     1    12
 -3.6001985771914216E+00 a       613     0    26     1    13
  6.1246812450661539E+00 a       614     0    26     1    14
 -7.7059643249919247E+00 a       615     0    26     1    15
 -7.2055563182347324E+00 a       616     0    26     1    16
 -2.4910713663349577E+00 a       617     0    26     1    17
 -8.8810623486324136E-01 a       618     0    26     1    18
  8.6193202495832697E+00 a       619     0    26     1    19
  3.2249794421410551E+00 a       620     0    26     1    20
  3.5161580076176331E+00 a       621     0    26     1    21
 -1.7796010662229231E+00 a       622     0    26     1    22
  1.1605794624080739E+00 a       623     0    26     1    23
 -2.3645792812671180E+00 a       624     0    26     1    24
  1.2155159340502422E-01 a       625     0    27     1     1
  7.0488870465782609E+00 a       626     0    27     1     2
 -4.8726714508963720E-01 a       627     0    27     1     3
 -1.0167485727952508E+01 a       628     0    27     1     4
  1.0524047317959509E+01 a       629     0    27     1     5
 -5.6815817806418414E+00 a       630     0    27     1     6
  1.9338871987203212E+00 a       631     0    27     1     7
  1.9696829289735867E+00 a       632     0    27     1     8
  1.0920214178208051E+01 a       633     0    27     1     9
 -3.2919299745157811E+00 a       634     0    27     1    10
 -2.2362908558592189E+00 a       635     0    27     1    11
 -2.4829735803009294E+00 a       636     0    27     1    12
 -4.6173504802849319E+00 a       637     0    27     1    13
  8.7281100266204472E+00 a       638     0    27     1    14
  2.4504536799695686E+00 a       639     0    27     1    15
  7.2356191633107487E+00 a       640     0    27     1    16
  2.0808395313795880E+00 a       641     0    27     1    17
 -3.2239556173878272E+00 a       642     0    27     1    18
  1.0138850853915897E+00 a       643     0    27     1    19
  4.9179692536428554E+00 a       644     0    27     1    20
 -1.8694591931360152E+00 a       645     0    27     1    21
 -4.0888061087679206E-01 a       646     0    27     1    22
  5.7156890430825014E+00 a       647     0    27     1    23
  5.6755882718461974E+00 a       648     0    27     1    24
 -8.2721790012856040E+00 a       649     0    28     1     1
  5.8391859254319707E+00 a       650     0    28     1     2
 -5.9521260034939427E+00 a       651     0    28     1     3
  1.2633789361180594E+00 a       652     0    28     1     4
  5.8839974615966781E+00 a       653     0    28     1     5
 -5.8265332000872849E+00 a       654     0    28     1     6
 -2.7647855456236403E+00 a       655     0    28     1     7
 -4.9116491223171836E+00 a       656     0    28     1     8
  6.0710713350579093E+00 a       657     0    28     1     9
 -3.1610443036250699E+00 a       658     0    28     1    10
 -3.2217557277839060E+00 a       659     0    28     1    11
 -4.8915770739250375E+00 a       660     0    28     1    12
 -8.7558486270141955E+00 a       661     0    28     1    13
  8.4691951828879830E+00 a       662     0    28     1    14
  6.1288111531729257E+00 a       663     0    28     1    15
 -7.1758993692450135E-01 a       664     0    28     1    16
 -1.3280346369929497E+00 a       665     0    28     1    17
 -1.2555876701221564E+01 a       666     0    28     1    18
  5.1955041032967939E+00 a       667     0    28     1    19
  9.0133974441509377E+00 a       668     0    28     1    20
 -5.8791601244243685E-01 a       669     0    28     1    21
  5.2885626872808944E-01 a       670     0    28     1    22
 -8.7820352821371550E-01 a       671     0    28     1    23
  5.6935457183810882E+00 a       672     0    28     1    24
 -3.8610219062377347E+00 a       673     0    29     1     1
  1.5832885936733753E+01 a       674     0    29     1     2
 -6.8982420202427281E+00 a       675     0    29     1     3
  2.0533932069350000E+00 a       676     0    29     1     4
 -1.1427441330924879E+00 a       677     0    29     1     5
 -9.3247471141231237E+00 a       678     0    29     1     6
 -4.4043941894404032E-01 a       679     0    29     1     7
  2.0300462534207639E+00 a       680     0    29     1     8
  2.7744237959418276E+00 a       681     0    29     1     9
  7.1067840415301573E+00 a       682     0    29     1    10
 -1.8083297671351839E+00 a       683     0    29     1    11
  1.1855489139189730E+01 a       684     0    29     1    12
 -3.6584611879300839E+00 a       685     0    29     1    13
  3.4684205483086381E+00 a       686     0    29     1    14
  3.4863070241123317E+00 a       687     0    29     1    15
 -9.0739712886517587E+00 a       688     0    29     1    16
  7.1221863377280812E+00 a       689     0    29     1    17
  5.8519434311506426E+00 a       690     0    29     1    18
 -1.9397761715472417E+00 a       691     0    29     1    19
 -1.0247524775755585E+00 a       692     0    29     1    20
  6.0612305626574674E+00 a       693     0    29     1    21
 -2.4218477188060136E-01 a       694     0    29     1    22
  1.1417514999672854E+01 a       695     0    29     1    23
 -8.5715581039221931E+00 a       696     0    29     1    24
  8.9135621953009121E+00 a       697     0    30     1     1
 -5.6207074556431005E+00 a       698     0    30     1     2
 -3.0227138473032413E+00 a       699     0    30     1     3
  6.3438265333499846E+00 a       700     0    30     1     4
  3.0419881760076901E+00 a       701     0    30     1     5
 -3.8793495375543356E+00 a       702     0    30     1     6
 -2.8066817934393504E-02 a       703     0    30     1     7
  8.2457636529634524E+00 a       704     0    30     1     8
 -9.8227520315615680E-01 a       705     0    30     1     9
  1.0374221566159994E+01 a       706     0    30     1    10
 -7.0307614855666083E+00 a       707     0    30     1    11
  3.5515864834276036E+00 a       708     0    30     1    12
 -4.6534932351422444E+00 a       709     0    30     1    13
  5.7359355719547596E+00 a       710     0    30     1    14
  5.7432200461233593E+00 a       711     0    30     1    15
 -3.8354361446765100E+00 a       712     0    30     1    16
 -2.2690604497737010E+00 a       713     0    30     1    17
  2.0606540175531589E+00 a       714     0    30     1    18
  3.2935941364264849E+00 a       715     0    30     1    19
  3.4622316969881006E+00 a       716     0    30     1    20
 -1.0106974349659401E+00 a       717     0    30     1    21
 -7.2954046328932307E+00 a       718     0    30     1    22
 -1.7972317186791373E+00 a       719     0    30     1    23
 -7.2059770428140100E+00 a       720     0    30     1    24
  4.9152513760449565E+00 a       721     0    31     1     1
 -1.0137991689189757E+01 a       722     0    31     1     2
 -9.1065372318503925E+00 a       723     0    31     1     3
  2.4818956902494675E+00 a       724     0    31     1     4
  6.4862394222602395E+00 a       725     0    31     1     5
 -1.3469073155866873E+01 a       726     0    31     1     6
 -7.2040630670235639E-01 a       727     0    31     1     7
 -6.6923207192946963E+00 a       728     0    31     1     8
  5.8198213795093166E+00 a       729     0    31     1     9
  6.3333369179433863E+00 a       730     0    31     1    10
 -4.1018098069526294E+00 a       731     0    31     1    11
 -2.1423575834525810E+00 a       732     0    31     1    12
 -1.3305809187543256E+00 a       733     0    31     1    13
  8.4941777656429251E-01 a       734     0    31     1    14
 -3.0411856245482856E+00 a       735     0    31     1    15
 -4.1826991694878064E+00 a       736     0    31     1    16
  1.1379560693991035E+00 a       737     0    31     1    17
 -3.2065456835981226E-01 a       738     0    31     1    18
